dwc:catalogNumber,dwc:ownerInstitutionCode,dwc:collectionCode,dwc:otherCatalogNumbers,dwc:individualCount,dcw:verbatimLabel,dwc:preparations,ABCD:KindOfUnit,dwc:sex,dwc:lifeStage,dwc:scientificName,dwc:taxonRank,dwc:typeStatus,dwc:vernacularName,dwc:previousIdentifications,dwc:eventDate_from,dwc:eventDate_to,dwc:recordedBy_collector,dwc:continent,dwc:countryCode,dwc:country,dwc:locality,dwc:decimalLongitude,dwc:decimalLatitude,dwc:coordinateUncertaintyInMeters,Spectrum:acquisitionMethod,Spectrum:acquisitionSource,Spectrum:acquisitionDate,dwc_ExtensionSimpleMultimedia:identifier,dwc_ExtensionSimpleMultimedia:rightsHolder,dwc_ExtensionSimpleMultimedia:license
MUD000567,KU Leuven,Museum of Zoology,1058,1,"1058<br/>Bergheggemus<br/>prunella montanella<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Prunella montanella (Pallas, 1776)",species,not applicable,Siberian Accentor,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219539/stream"" target=""_url_details"">https://resolver.libis.be/FL17219539/stream</a>; <a href=""https://resolver.libis.be/FL17219540/stream"" target=""_url_details"">https://resolver.libis.be/FL17219540/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000568,KU Leuven,Museum of Zoology,810,1,"810<br/>Dwerggors<br/>enberiza pusilla<br/>♂ ad","mounted: mounted skin",complete specimen,male,adult,"Emberiza pusilla Pallas, 1776",species,not applicable,Little Bunting,enberiza pusilla,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219575/stream"" target=""_url_details"">https://resolver.libis.be/FL17219575/stream</a>; <a href=""https://resolver.libis.be/FL17219576/stream"" target=""_url_details"">https://resolver.libis.be/FL17219576/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000569,KU Leuven,Museum of Zoology,449,1,"449<br/>Alpenheggemus<br/>prunella collaris<br/>ad.<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Prunella collaris (Scopoli, 1769)",species,not applicable,Alpine Accentor,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306877/stream"" target=""_url_details"">https://resolver.libis.be/FL17306877/stream</a>; <a href=""https://resolver.libis.be/FL17306878/stream"" target=""_url_details"">https://resolver.libis.be/FL17306878/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000570,KU Leuven,Museum of Zoology,811,1,"811<br/>Dwerggors<br/>emberiza pusilla<br/>♀ ad<br/>links","mounted: mounted skin",complete specimen,female,adult,"Emberiza pusilla Pallas, 1776",species,not applicable,Little Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219575/stream"" target=""_url_details"">https://resolver.libis.be/FL17219575/stream</a>; <a href=""https://resolver.libis.be/FL17219576/stream"" target=""_url_details"">https://resolver.libis.be/FL17219576/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000571,KU Leuven,Museum of Zoology,1186,1,"1186<br/>Alpenheggemus<br/>prunella collaris<br/>ad","mounted: mounted skin",complete specimen,,adult,"Prunella collaris (Scopoli, 1769)",species,not applicable,Alpine Accentor,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219587/stream"" target=""_url_details"">https://resolver.libis.be/FL17219587/stream</a>; <a href=""https://resolver.libis.be/FL17219588/stream"" target=""_url_details"">https://resolver.libis.be/FL17219588/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000572,KU Leuven,Museum of Zoology,717,1,"717<br/>Wilgengors<br/>emveriza aureola<br/>ad ♀<br/>v.e. Pas","mounted: mounted skin",complete specimen,female,adult,"Emberiza aureola Pallas, 1773",species,not applicable,"Yellow-breasted Bunting",emveriza aureola,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219599/stream"" target=""_url_details"">https://resolver.libis.be/FL17219599/stream</a>; <a href=""https://resolver.libis.be/FL17219600/stream"" target=""_url_details"">https://resolver.libis.be/FL17219600/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000573,KU Leuven,Museum of Zoology,445,1,"445<br/>Wilgengors<br/>emberiza aureola<br/>ad ♂<br/>april","mounted: mounted skin",complete specimen,male,adult,"Emberiza aureola Pallas, 1773",species,not applicable,"Yellow-breasted Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219611/stream"" target=""_url_details"">https://resolver.libis.be/FL17219611/stream</a>; <a href=""https://resolver.libis.be/FL17219612/stream"" target=""_url_details"">https://resolver.libis.be/FL17219612/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000574,KU Leuven,Museum of Zoology,559,1,"559<br/>Wilgengors<br/>emberiza aureola<br/>ad ♂<br/>mei","mounted: mounted skin",complete specimen,male,adult,"Emberiza aureola Pallas, 1773",species,not applicable,"Yellow-breasted Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219623/stream"" target=""_url_details"">https://resolver.libis.be/FL17219623/stream</a>; <a href=""https://resolver.libis.be/FL17219624/stream"" target=""_url_details"">https://resolver.libis.be/FL17219624/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000575,KU Leuven,Museum of Zoology,292,1,"292<br/>Heggemus<br/>prunella modularis<br/>ad<br/>lente","mounted: mounted skin",complete specimen,,adult,"Prunella modularis (Linnaeus, 1758)",species,not applicable,Dunnock,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219635/stream"" target=""_url_details"">https://resolver.libis.be/FL17219635/stream</a>; <a href=""https://resolver.libis.be/FL17219636/stream"" target=""_url_details"">https://resolver.libis.be/FL17219636/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000576,KU Leuven,Museum of Zoology,598,1,"598<br/>Heggemus<br/>prunella modularis<br/>ad<br/>♂<br/>lente","mounted: mounted skin",complete specimen,male,adult,"Prunella modularis (Linnaeus, 1758)",species,not applicable,Dunnock,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219647/stream"" target=""_url_details"">https://resolver.libis.be/FL17219647/stream</a>; <a href=""https://resolver.libis.be/FL17219648/stream"" target=""_url_details"">https://resolver.libis.be/FL17219648/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000577,KU Leuven,Museum of Zoology,1169,1,"1169<br/>Grauwe Gors<br/>emberiza calandra<br/>ad ♂<br/>M","mounted: mounted skin",complete specimen,male,adult,"Emberiza calandra Linnaeus, 1758",species,not applicable,Corn Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219659/stream"" target=""_url_details"">https://resolver.libis.be/FL17219659/stream</a>; <a href=""https://resolver.libis.be/FL17219660/stream"" target=""_url_details"">https://resolver.libis.be/FL17219660/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000578,KU Leuven,Museum of Zoology,750,1,"750<br/>Grijze Gors<br/>emberiza cia<br/>ad ♂<br/>Zippammer<br/>Emberiza cia","mounted: mounted skin",complete specimen,male,adult,"Emberiza cia Linnaeus, 1766",species,not applicable,Rock Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219673/stream"" target=""_url_details"">https://resolver.libis.be/FL17219673/stream</a>; <a href=""https://resolver.libis.be/FL17219674/stream"" target=""_url_details"">https://resolver.libis.be/FL17219674/stream</a>; <a href=""https://resolver.libis.be/FL17219675/stream"" target=""_url_details"">https://resolver.libis.be/FL17219675/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000579,KU Leuven,Museum of Zoology,1258,1,"1258<br/>Cirlgors<br/>emberiza cirlus<br/>ad<br/>♀<br/>Toulouse<br/>mei","mounted: mounted skin",complete specimen,female,adult,"Emberiza cirlus Linnaeus, 1766",species,not applicable,Cirl Bunting,,,,,Europe,FR,France,"Occitanie, Upper Garonne, Toulouse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219686/stream"" target=""_url_details"">https://resolver.libis.be/FL17219686/stream</a>; <a href=""https://resolver.libis.be/FL17219687/stream"" target=""_url_details"">https://resolver.libis.be/FL17219687/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000580,KU Leuven,Museum of Zoology,859,1,"859<br/>Grijze Gors<br/>emberiza cia<br/>ad ♀<br/>Zippammer<br/>Emberiza cia<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,female,adult,"Emberiza cia Linnaeus, 1766",species,not applicable,Rock Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219700/stream"" target=""_url_details"">https://resolver.libis.be/FL17219700/stream</a>; <a href=""https://resolver.libis.be/FL17219701/stream"" target=""_url_details"">https://resolver.libis.be/FL17219701/stream</a>; <a href=""https://resolver.libis.be/FL17219702/stream"" target=""_url_details"">https://resolver.libis.be/FL17219702/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000581,KU Leuven,Museum of Zoology,1257,1,"1257<br/>Cirlgors<br/>emberiza cirlus<br/>ad<br/>♂<br/>Toulouse<br/>mei","mounted: mounted skin",complete specimen,male,adult,"Emberiza cirlus Linnaeus, 1766",species,not applicable,Cirl Bunting,,,,,Europe,FR,France,"Occitanie, Upper Garonne, Toulouse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219713/stream"" target=""_url_details"">https://resolver.libis.be/FL17219713/stream</a>; <a href=""https://resolver.libis.be/FL17219714/stream"" target=""_url_details"">https://resolver.libis.be/FL17219714/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000582,KU Leuven,Museum of Zoology,646,1,"646<br/>Cirlgors<br/>emberiza cirlus<br/>ad<br/>♂<br/>Zaunammer<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,male,adult,"Emberiza cirlus Linnaeus, 1766",species,not applicable,Cirl Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219727/stream"" target=""_url_details"">https://resolver.libis.be/FL17219727/stream</a>; <a href=""https://resolver.libis.be/FL17219728/stream"" target=""_url_details"">https://resolver.libis.be/FL17219728/stream</a>; <a href=""https://resolver.libis.be/FL17219729/stream"" target=""_url_details"">https://resolver.libis.be/FL17219729/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000583,KU Leuven,Museum of Zoology,TG2,1,"TG2<br/>Weidegors<br/>emberiza cioides<br/>ad ♂<br/>M","mounted: mounted skin",complete specimen,male,adult,"Emberiza cioides von J. F. Brandt, 1843",species,not applicable,Meadow Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219740/stream"" target=""_url_details"">https://resolver.libis.be/FL17219740/stream</a>; <a href=""https://resolver.libis.be/FL17219741/stream"" target=""_url_details"">https://resolver.libis.be/FL17219741/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000584,KU Leuven,Museum of Zoology,384,1,"384<br/>Zwartkopgors<br/>emberiza melanocephala<br/>ad<br/>♂<br/>prachtkleed","mounted: mounted skin",complete specimen,male,adult,"Emberiza melanocephala Scopoli, 1769",species,not applicable,"Black-headed Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219752/stream"" target=""_url_details"">https://resolver.libis.be/FL17219752/stream</a>; <a href=""https://resolver.libis.be/FL17219753/stream"" target=""_url_details"">https://resolver.libis.be/FL17219753/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000585,KU Leuven,Museum of Zoology,TG1,1,"TG1<br/>Geelbrauwgors<br/>emberiza chrysophrys<br/>ad ♂<br/>VidPas","mounted: mounted skin",complete specimen,male,adult,"Emberiza chrysophrys Pallas, 1776",species,not applicable,"Yellow-browed Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219764/stream"" target=""_url_details"">https://resolver.libis.be/FL17219764/stream</a>; <a href=""https://resolver.libis.be/FL17219765/stream"" target=""_url_details"">https://resolver.libis.be/FL17219765/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000586,KU Leuven,Museum of Zoology,719,1,"719<br/>Rosse Gors<br/>emberiza rutila<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Emberiza rutila Pallas, 1776",species,not applicable,Chestnut Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219776/stream"" target=""_url_details"">https://resolver.libis.be/FL17219776/stream</a>; <a href=""https://resolver.libis.be/FL17219777/stream"" target=""_url_details"">https://resolver.libis.be/FL17219777/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000587,KU Leuven,Museum of Zoology,1119,1,"1119<br/>Geelgors<br/>emberiza citrinella<br/>ad ♀<br/>herfst<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219788/stream"" target=""_url_details"">https://resolver.libis.be/FL17219788/stream</a>; <a href=""https://resolver.libis.be/FL17219789/stream"" target=""_url_details"">https://resolver.libis.be/FL17219789/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000588,KU Leuven,Museum of Zoology,800,1,"800<br/>Rosse Gors<br/>emberiza rutila<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Emberiza rutila Pallas, 1776",species,not applicable,Chestnut Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219800/stream"" target=""_url_details"">https://resolver.libis.be/FL17219800/stream</a>; <a href=""https://resolver.libis.be/FL17219801/stream"" target=""_url_details"">https://resolver.libis.be/FL17219801/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000589,KU Leuven,Museum of Zoology,1111,1,"1111<br/>Geelgors<br/>emberiza citrinella<br/>ad ♀<br/>herfst","mounted: mounted skin",complete specimen,female,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219812/stream"" target=""_url_details"">https://resolver.libis.be/FL17219812/stream</a>; <a href=""https://resolver.libis.be/FL17219813/stream"" target=""_url_details"">https://resolver.libis.be/FL17219813/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000590,KU Leuven,Museum of Zoology,718,1,"718<br/>Rosse Gors<br/>emberiza rutila<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Emberiza rutila Pallas, 1776",species,not applicable,Chestnut Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219824/stream"" target=""_url_details"">https://resolver.libis.be/FL17219824/stream</a>; <a href=""https://resolver.libis.be/FL17219825/stream"" target=""_url_details"">https://resolver.libis.be/FL17219825/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000591,KU Leuven,Museum of Zoology,1017,1,"1017<br/>Geelgors<br/>emberiza citrinella<br/>ad ♂<br/>zeer oude vogel","mounted: mounted skin",complete specimen,male,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219836/stream"" target=""_url_details"">https://resolver.libis.be/FL17219836/stream</a>; <a href=""https://resolver.libis.be/FL17219837/stream"" target=""_url_details"">https://resolver.libis.be/FL17219837/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000592,KU Leuven,Museum of Zoology,754,1,"754<br/>Rosse Gors<br/>emberiza rutila<br/>ad<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Emberiza rutila Pallas, 1776",species,not applicable,Chestnut Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219848/stream"" target=""_url_details"">https://resolver.libis.be/FL17219848/stream</a>; <a href=""https://resolver.libis.be/FL17219849/stream"" target=""_url_details"">https://resolver.libis.be/FL17219849/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000593,KU Leuven,Museum of Zoology,910,1,"910<br/>Geelgors<br/>emberiza citrinella<br/>ad ♂","mounted: mounted skin",complete specimen,male,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,November 11 1940,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219860/stream"" target=""_url_details"">https://resolver.libis.be/FL17219860/stream</a>; <a href=""https://resolver.libis.be/FL17219861/stream"" target=""_url_details"">https://resolver.libis.be/FL17219861/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000594,KU Leuven,Museum of Zoology,720,1,"720<br/>Rosse Gors<br/>emberiza rutila<br/>ad<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Emberiza rutila Pallas, 1776",species,not applicable,Chestnut Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219872/stream"" target=""_url_details"">https://resolver.libis.be/FL17219872/stream</a>; <a href=""https://resolver.libis.be/FL17219873/stream"" target=""_url_details"">https://resolver.libis.be/FL17219873/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000595,KU Leuven,Museum of Zoology,244,1,"244<br/>Geelgors<br/>emberiza citrinella<br/>ad ♂<br/>geelgors","mounted: mounted skin",complete specimen,male,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219896/stream"" target=""_url_details"">https://resolver.libis.be/FL17219896/stream</a>; <a href=""https://resolver.libis.be/FL17219897/stream"" target=""_url_details"">https://resolver.libis.be/FL17219897/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000596,KU Leuven,Museum of Zoology,1093,1,"1093<br/>Geelgors<br/>emberiza citrinella<br/>ad ♂<br/>oktober","mounted: mounted skin",complete specimen,male,adult,"Emberiza citrinella Linnaeus, 1758",species,not applicable,Yellowhammer,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219891/stream"" target=""_url_details"">https://resolver.libis.be/FL17219891/stream</a>; <a href=""https://resolver.libis.be/FL17219892/stream"" target=""_url_details"">https://resolver.libis.be/FL17219892/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000597,KU Leuven,Museum of Zoology,248,1,"248<br/>Ortolaan<br/>emberiza hortulana<br/>ad ♂<br/>Beerse<br/>Ortolaan<br/>volwassen ♂<br/>124","mounted: mounted skin",complete specimen,male,adult,"Emberiza hortulana Linnaeus, 1758",species,not applicable,Ortolan Bunting,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219908/stream"" target=""_url_details"">https://resolver.libis.be/FL17219908/stream</a>; <a href=""https://resolver.libis.be/FL17219909/stream"" target=""_url_details"">https://resolver.libis.be/FL17219909/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000598,KU Leuven,Museum of Zoology,1094,1,"1094<br/>Witkopgors<br/>emberiza leucocephala<br/>ad<br/>♂<br/>herfst","mounted: mounted skin",complete specimen,male,adult,"Emberiza leucocephalos S. G. Gmelin, 1771",species,not applicable,Pine Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219920/stream"" target=""_url_details"">https://resolver.libis.be/FL17219920/stream</a>; <a href=""https://resolver.libis.be/FL17219921/stream"" target=""_url_details"">https://resolver.libis.be/FL17219921/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000599,KU Leuven,Museum of Zoology,909,1,"909<br/>Ortolaan<br/>emberiza hortulana<br/>ad ♂<br/>winterkleed","mounted: mounted skin",complete specimen,male,adult,"Emberiza hortulana Linnaeus, 1758",species,not applicable,Ortolan Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219932/stream"" target=""_url_details"">https://resolver.libis.be/FL17219932/stream</a>; <a href=""https://resolver.libis.be/FL17219933/stream"" target=""_url_details"">https://resolver.libis.be/FL17219933/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000600,KU Leuven,Museum of Zoology,378,1,"378<br/>Witkopgors<br/>emberiza leucocephala<br/>♂<br/>herfst<br/>jong<br/>Beerse","mounted: mounted skin",complete specimen,male,juvenile,"Emberiza leucocephalos S. G. Gmelin, 1771",species,not applicable,Pine Bunting,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17968118/stream"" target=""_url_details"">https://resolver.libis.be/FL17968118/stream</a>; <a href=""https://resolver.libis.be/FL17968119/stream"" target=""_url_details"">https://resolver.libis.be/FL17968119/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000601,KU Leuven,Museum of Zoology,1300,1,"1300<br/>Bruinkeelortolaan<br/>emberiza caesia<br/>ad ♂<br/>zomer","mounted: mounted skin",complete specimen,male,adult,"Emberiza caesia Cretzschmar, 1827",species,not applicable,"Cretzschmar's Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219953/stream"" target=""_url_details"">https://resolver.libis.be/FL17219953/stream</a>; <a href=""https://resolver.libis.be/FL17219955/stream"" target=""_url_details"">https://resolver.libis.be/FL17219955/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000602,KU Leuven,Museum of Zoology,563,1,"563<br/>Witkopgors<br/>emberiza leucocephala<br/>ad<br/>♂<br/>winter","mounted: mounted skin",complete specimen,male,adult,"Emberiza leucocephalos S. G. Gmelin, 1771",species,not applicable,Pine Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219974/stream"" target=""_url_details"">https://resolver.libis.be/FL17219974/stream</a>; <a href=""https://resolver.libis.be/FL17219975/stream"" target=""_url_details"">https://resolver.libis.be/FL17219975/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000603,KU Leuven,Museum of Zoology,734,1,"734<br/>Bruinkeelortolaan<br/>emberiza caesia<br/>ad ♂<br/>Emberitza caesia<br/>Cesma Eur. Turkey<br/>26.04.1976<br/>2047","mounted: mounted skin",complete specimen,male,adult,"Emberiza caesia Cretzschmar, 1827",species,not applicable,"Cretzschmar's Bunting",,April 26 1976,,,Europe,TR," Türkiye","İzmir Province, Çeşme",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17219988/stream"" target=""_url_details"">https://resolver.libis.be/FL17219988/stream</a>; <a href=""https://resolver.libis.be/FL17219989/stream"" target=""_url_details"">https://resolver.libis.be/FL17219989/stream</a>; <a href=""https://resolver.libis.be/FL17219990/stream"" target=""_url_details"">https://resolver.libis.be/FL17219990/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000604,KU Leuven,Museum of Zoology,246,1,"246<br/>Bruinkopgors<br/>emberiza bruniceps<br/>ad<br/>♂<br/>lente","mounted: mounted skin",complete specimen,male,adult,"Emberiza bruniceps von J. F. Brandt, 1841",species,not applicable,"Red-headed Bunting",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17220001/stream"" target=""_url_details"">https://resolver.libis.be/FL17220001/stream</a>; <a href=""https://resolver.libis.be/FL17220002/stream"" target=""_url_details"">https://resolver.libis.be/FL17220002/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
